problem_id,nudge_type,payoff,decision_cost,weight_dev,max_payoff
3178623977039620633,none,167.0,2.0,20.0,180.0
3178623977039620633,random,167.0,2.0,20.0,180.0
3178623977039620633,extreme,180.0,1.0,20.0,180.0
3178623977039620633,greedy,176.0,4.0,20.0,180.0
3178623977039620633,none,188.0,8.0,18.0,188.0
3178623977039620633,random,154.0,5.0,18.0,188.0
3178623977039620633,extreme,188.0,2.0,18.0,188.0
3178623977039620633,greedy,186.0,3.0,18.0,188.0
3178623977039620633,none,196.0,1.0,22.0,196.0
3178623977039620633,random,196.0,1.0,22.0,196.0
3178623977039620633,extreme,196.0,1.0,22.0,196.0
3178623977039620633,greedy,196.0,2.0,22.0,196.0
3178623977039620633,none,162.0,1.0,6.0,200.0
3178623977039620633,random,162.0,1.0,6.0,200.0
3178623977039620633,extreme,162.0,1.0,6.0,200.0
3178623977039620633,greedy,200.0,3.0,6.0,200.0
3178623977039620633,none,172.0,3.0,10.0,202.0
3178623977039620633,random,202.0,1.0,10.0,202.0
3178623977039620633,extreme,202.0,1.0,10.0,202.0
3178623977039620633,greedy,202.0,1.0,10.0,202.0
3178623977039620633,none,166.0,1.0,6.0,194.0
3178623977039620633,random,166.0,1.0,6.0,194.0
3178623977039620633,extreme,166.0,1.0,6.0,194.0
3178623977039620633,greedy,194.0,3.0,6.0,194.0
3178623977039620633,none,184.0,3.0,20.0,184.0
3178623977039620633,random,184.0,13.0,20.0,184.0
3178623977039620633,extreme,184.0,4.0,20.0,184.0
3178623977039620633,greedy,184.0,3.0,20.0,184.0
3178623977039620633,none,171.0,4.0,12.0,188.0
3178623977039620633,random,188.0,2.0,12.0,188.0
3178623977039620633,extreme,171.0,1.0,12.0,188.0
3178623977039620633,greedy,188.0,2.0,12.0,188.0
3178623977039620633,none,178.0,1.0,12.0,184.0
3178623977039620633,random,178.0,1.0,12.0,184.0
3178623977039620633,extreme,178.0,1.0,12.0,184.0
3178623977039620633,greedy,178.0,2.0,12.0,184.0
2010263998508910794,none,201.0,1.0,22.0,233.0
2010263998508910794,random,201.0,1.0,22.0,233.0
2010263998508910794,extreme,233.0,1.0,22.0,233.0
2010263998508910794,greedy,233.0,2.0,22.0,233.0
2010263998508910794,none,205.0,10.0,12.0,216.0
2010263998508910794,random,216.0,4.0,12.0,216.0
2010263998508910794,extreme,207.0,3.0,12.0,216.0
2010263998508910794,greedy,216.0,1.0,12.0,216.0
2010263998508910794,none,194.0,4.0,20.0,243.0
2010263998508910794,random,243.0,4.0,20.0,243.0
2010263998508910794,extreme,243.0,1.0,20.0,243.0
2010263998508910794,greedy,243.0,1.0,20.0,243.0
2010263998508910794,none,197.0,3.0,26.0,200.0
2010263998508910794,random,197.0,4.0,26.0,200.0
2010263998508910794,extreme,197.0,9.0,26.0,200.0
2010263998508910794,greedy,197.0,9.0,26.0,200.0
2010263998508910794,none,234.0,6.0,14.0,234.0
2010263998508910794,random,234.0,4.0,14.0,234.0
2010263998508910794,extreme,209.0,6.0,14.0,234.0
2010263998508910794,greedy,234.0,1.0,14.0,234.0
2010263998508910794,none,189.0,4.0,20.0,244.0
2010263998508910794,random,244.0,7.0,20.0,244.0
2010263998508910794,extreme,244.0,2.0,20.0,244.0
2010263998508910794,greedy,244.0,2.0,20.0,244.0
2010263998508910794,none,186.0,1.0,10.0,224.0
2010263998508910794,random,186.0,1.0,10.0,224.0
2010263998508910794,extreme,224.0,1.0,10.0,224.0
2010263998508910794,greedy,224.0,1.0,10.0,224.0
2010263998508910794,none,191.0,1.0,6.0,223.0
2010263998508910794,random,191.0,1.0,6.0,223.0
2010263998508910794,extreme,223.0,1.0,6.0,223.0
2010263998508910794,greedy,191.0,1.0,6.0,223.0
2010263998508910794,none,194.0,9.0,14.0,219.0
2010263998508910794,random,204.0,8.0,14.0,219.0
2010263998508910794,extreme,204.0,11.0,14.0,219.0
2010263998508910794,greedy,219.0,7.0,14.0,219.0
2010263998508910794,none,196.0,13.0,20.0,210.0
2010263998508910794,random,210.0,2.0,20.0,210.0
2010263998508910794,extreme,210.0,7.0,20.0,210.0
2010263998508910794,greedy,210.0,7.0,20.0,210.0
641418809982005135,none,161.0,1.0,10.0,185.0
641418809982005135,random,161.0,2.0,10.0,185.0
